orthogroup	accession	protein_id	sequence_id	observed_n_tmd	modal_n_tmd	matches_modal
orthogroup_529	GCF_034478925.1	WP_003183145.1	orthogroup_529|GCF_034478925.1|WP_003183145.1	6	6	1
orthogroup_529	GCF_034479305.1	WP_063609350.1	orthogroup_529|GCF_034479305.1|WP_063609350.1	6	6	1
orthogroup_539	GCA_000015785.2	ABS74526.1	orthogroup_539|GCA_000015785.2|ABS74526.1	5	5	1
orthogroup_539	GCA_000025805.1	ADF41216.1	orthogroup_539|GCA_000025805.1|ADF41216.1	5	5	1
orthogroup_539	GCF_000009045.1	NP_390234.1	orthogroup_539|GCF_000009045.1|NP_390234.1	5	5	1
orthogroup_539	GCF_000009785.1	WP_011231800.1	orthogroup_539|GCF_000009785.1|WP_011231800.1	5	5	1
orthogroup_539	GCF_000011245.1	WP_011066246.1	orthogroup_539|GCF_000011245.1|WP_011066246.1	5	5	1
orthogroup_539	GCF_000017885.4	WP_012010454.1	orthogroup_539|GCF_000017885.4|WP_012010454.1	5	5	1
orthogroup_539	GCF_005671335.1	WP_010897691.1	orthogroup_539|GCF_005671335.1|WP_010897691.1	5	5	1
orthogroup_539	GCF_006094295.1	WP_013142149.1	orthogroup_539|GCF_006094295.1|WP_013142149.1	5	5	1
orthogroup_539	GCF_034478925.1	WP_003183180.1	orthogroup_539|GCF_034478925.1|WP_003183180.1	5	5	1
orthogroup_539	GCF_034479305.1	WP_094428362.1	orthogroup_539|GCF_034479305.1|WP_094428362.1	5	5	1
orthogroup_544	GCA_000015785.2	ABS74586.1	orthogroup_544|GCA_000015785.2|ABS74586.1	6	6	1
orthogroup_544	GCA_000025805.1	ADF41245.1	orthogroup_544|GCA_000025805.1|ADF41245.1	6	6	1
orthogroup_544	GCF_000009045.1	NP_390275.2	orthogroup_544|GCF_000009045.1|NP_390275.2	6	6	1
orthogroup_544	GCF_000009785.1	WP_011231835.1	orthogroup_544|GCF_000009785.1|WP_011231835.1	6	6	1
orthogroup_544	GCF_000011245.1	WP_011066258.1	orthogroup_544|GCF_000011245.1|WP_011066258.1	6	6	1
orthogroup_544	GCF_000017885.4	WP_012010503.1	orthogroup_544|GCF_000017885.4|WP_012010503.1	6	6	1
orthogroup_544	GCF_005671335.1	WP_053431461.1	orthogroup_544|GCF_005671335.1|WP_053431461.1	6	6	1
orthogroup_544	GCF_006094295.1	WP_000472671.1	orthogroup_544|GCF_006094295.1|WP_000472671.1	6	6	1
orthogroup_544	GCF_034478925.1	WP_011198105.1	orthogroup_544|GCF_034478925.1|WP_011198105.1	6	6	1
orthogroup_544	GCF_034479305.1	WP_094428419.1	orthogroup_544|GCF_034479305.1|WP_094428419.1	6	6	1
orthogroup_573	GCA_000015785.2	ABS74634.2	orthogroup_573|GCA_000015785.2|ABS74634.2	4	4	1
orthogroup_573	GCA_000025805.1	ADF41283.1	orthogroup_573|GCA_000025805.1|ADF41283.1	4	4	1
orthogroup_573	GCF_000009045.1	NP_390320.1	orthogroup_573|GCF_000009045.1|NP_390320.1	4	4	1
orthogroup_573	GCF_000009785.1	WP_011231887.1	orthogroup_573|GCF_000009785.1|WP_011231887.1	4	4	1
orthogroup_573	GCF_000011245.1	WP_011066288.1	orthogroup_573|GCF_000011245.1|WP_011066288.1	4	4	1
orthogroup_573	GCF_000017885.4	WP_087978339.1	orthogroup_573|GCF_000017885.4|WP_087978339.1	4	4	1
orthogroup_573	GCF_005671335.1	WP_041820716.1	orthogroup_573|GCF_005671335.1|WP_041820716.1	4	4	1
orthogroup_573	GCF_006094295.1	WP_077393170.1	orthogroup_573|GCF_006094295.1|WP_077393170.1	4	4	1
orthogroup_573	GCF_034478925.1	WP_254926369.1	orthogroup_573|GCF_034478925.1|WP_254926369.1	4	4	1
orthogroup_573	GCF_034479305.1	WP_073304298.1	orthogroup_573|GCF_034479305.1|WP_073304298.1	4	4	1
orthogroup_579	GCA_000015785.2	ABS74641.1	orthogroup_579|GCA_000015785.2|ABS74641.1	4	4	1
orthogroup_579	GCA_000025805.1	ADF41291.1	orthogroup_579|GCA_000025805.1|ADF41291.1	4	4	1
orthogroup_579	GCF_000009045.1	NP_390328.1	orthogroup_579|GCF_000009045.1|NP_390328.1	4	4	1
orthogroup_579	GCF_000009785.1	WP_011231894.1	orthogroup_579|GCF_000009785.1|WP_011231894.1	4	4	1
orthogroup_579	GCF_000011245.1	WP_011066294.1	orthogroup_579|GCF_000011245.1|WP_011066294.1	4	4	1
orthogroup_579	GCF_000017885.4	WP_012010544.1	orthogroup_579|GCF_000017885.4|WP_012010544.1	4	4	1
orthogroup_579	GCF_005671335.1	WP_053430714.1	orthogroup_579|GCF_005671335.1|WP_053430714.1	4	4	1
orthogroup_579	GCF_006094295.1	WP_000076881.1	orthogroup_579|GCF_006094295.1|WP_000076881.1	4	4	1
orthogroup_579	GCF_034478925.1	WP_003183417.1	orthogroup_579|GCF_034478925.1|WP_003183417.1	4	4	1
orthogroup_579	GCF_034479305.1	WP_094427038.1	orthogroup_579|GCF_034479305.1|WP_094427038.1	4	4	1
orthogroup_593	GCA_000015785.2	ABS74671.1	orthogroup_593|GCA_000015785.2|ABS74671.1	3	3	1
orthogroup_593	GCA_000025805.1	ADF41312.1	orthogroup_593|GCA_000025805.1|ADF41312.1	3	3	1
orthogroup_593	GCF_000009045.1	NP_390358.1	orthogroup_593|GCF_000009045.1|NP_390358.1	3	3	1
orthogroup_593	GCF_000009785.1	WP_008879854.1	orthogroup_593|GCF_000009785.1|WP_008879854.1	3	3	1
orthogroup_593	GCF_000011245.1	WP_011066312.1	orthogroup_593|GCF_000011245.1|WP_011066312.1	3	3	1
orthogroup_593	GCF_000017885.4	WP_003217440.1	orthogroup_593|GCF_000017885.4|WP_003217440.1	3	3	1
orthogroup_593	GCF_005671335.1	WP_010898969.1	orthogroup_593|GCF_005671335.1|WP_010898969.1	3	3	1
orthogroup_593	GCF_006094295.1	WP_000440716.1	orthogroup_593|GCF_006094295.1|WP_000440716.1	3	3	1
orthogroup_593	GCF_034478925.1	WP_003183483.1	orthogroup_593|GCF_034478925.1|WP_003183483.1	3	3	1
orthogroup_593	GCF_034479305.1	WP_011247343.1	orthogroup_593|GCF_034479305.1|WP_011247343.1	3	3	1
orthogroup_600	GCA_000015785.2	ABS74693.1	orthogroup_600|GCA_000015785.2|ABS74693.1	12	12	1
orthogroup_600	GCA_000025805.1	ADF41330.1	orthogroup_600|GCA_000025805.1|ADF41330.1	12	12	1
orthogroup_600	GCF_000009045.1	NP_390380.2	orthogroup_600|GCF_000009045.1|NP_390380.2	12	12	1
orthogroup_600	GCF_000009785.1	WP_011231936.1	orthogroup_600|GCF_000009785.1|WP_011231936.1	12	12	1
orthogroup_600	GCF_000011245.1	WP_011066328.1	orthogroup_600|GCF_000011245.1|WP_011066328.1	12	12	1
orthogroup_600	GCF_000017885.4	WP_012010586.1	orthogroup_600|GCF_000017885.4|WP_012010586.1	12	12	1
orthogroup_600	GCF_005671335.1	WP_053431499.1	orthogroup_600|GCF_005671335.1|WP_053431499.1	12	12	1
orthogroup_600	GCF_006094295.1	WP_000871382.1	orthogroup_600|GCF_006094295.1|WP_000871382.1	12	12	1
orthogroup_600	GCF_034478925.1	WP_003183539.1	orthogroup_600|GCF_034478925.1|WP_003183539.1	12	12	1
orthogroup_600	GCF_034479305.1	WP_094428480.1	orthogroup_600|GCF_034479305.1|WP_094428480.1	12	12	1
orthogroup_617	GCA_000015785.2	ABS74721.2	orthogroup_617|GCA_000015785.2|ABS74721.2	3	3	1
orthogroup_617	GCA_000025805.1	ADF41360.1	orthogroup_617|GCA_000025805.1|ADF41360.1	3	3	1
orthogroup_617	GCF_000009045.1	NP_390409.2	orthogroup_617|GCF_000009045.1|NP_390409.2	3	3	1
orthogroup_617	GCF_000009785.1	WP_011231970.1	orthogroup_617|GCF_000009785.1|WP_011231970.1	3	3	1
orthogroup_617	GCF_000011245.1	WP_011066349.1	orthogroup_617|GCF_000011245.1|WP_011066349.1	3	3	1
orthogroup_617	GCF_000017885.4	WP_041815743.1	orthogroup_617|GCF_000017885.4|WP_041815743.1	3	3	1
orthogroup_617	GCF_005671335.1	WP_010897529.1	orthogroup_617|GCF_005671335.1|WP_010897529.1	3	3	1
orthogroup_617	GCF_006094295.1	WP_000715466.1	orthogroup_617|GCF_006094295.1|WP_000715466.1	3	3	1
orthogroup_617	GCF_034478925.1	WP_003183633.1	orthogroup_617|GCF_034478925.1|WP_003183633.1	3	3	1
orthogroup_617	GCF_034479305.1	WP_094428542.1	orthogroup_617|GCF_034479305.1|WP_094428542.1	3	3	1
orthogroup_619	GCA_000015785.2	ABS74723.1	orthogroup_619|GCA_000015785.2|ABS74723.1	8	8	1
orthogroup_619	GCA_000025805.1	ADF41362.1	orthogroup_619|GCA_000025805.1|ADF41362.1	7	8	0
orthogroup_619	GCF_000009045.1	NP_390411.1	orthogroup_619|GCF_000009045.1|NP_390411.1	8	8	1
orthogroup_619	GCF_000009785.1	WP_011231972.1	orthogroup_619|GCF_000009785.1|WP_011231972.1	8	8	1
orthogroup_619	GCF_000011245.1	WP_041544185.1	orthogroup_619|GCF_000011245.1|WP_041544185.1	8	8	1
orthogroup_619	GCF_000017885.4	WP_371869448.1	orthogroup_619|GCF_000017885.4|WP_371869448.1	8	8	1
orthogroup_619	GCF_005671335.1	WP_053431524.1	orthogroup_619|GCF_005671335.1|WP_053431524.1	8	8	1
orthogroup_619	GCF_006094295.1	WP_000091509.1	orthogroup_619|GCF_006094295.1|WP_000091509.1	8	8	1
orthogroup_619	GCF_034478925.1	WP_223307119.1	orthogroup_619|GCF_034478925.1|WP_223307119.1	8	8	1
orthogroup_619	GCF_034479305.1	WP_094428546.1	orthogroup_619|GCF_034479305.1|WP_094428546.1	8	8	1
orthogroup_636	GCA_000015785.2	ABS74747.1	orthogroup_636|GCA_000015785.2|ABS74747.1	13	13	1
orthogroup_636	GCA_000025805.1	ADF41385.1	orthogroup_636|GCA_000025805.1|ADF41385.1	13	13	1
orthogroup_636	GCF_000009045.1	NP_390435.1	orthogroup_636|GCF_000009045.1|NP_390435.1	13	13	1
orthogroup_636	GCF_000009785.1	WP_011231994.1	orthogroup_636|GCF_000009785.1|WP_011231994.1	13	13	1
orthogroup_636	GCF_000011245.1	WP_011066376.1	orthogroup_636|GCF_000011245.1|WP_011066376.1	13	13	1
orthogroup_636	GCF_000017885.4	WP_012010639.1	orthogroup_636|GCF_000017885.4|WP_012010639.1	13	13	1
orthogroup_636	GCF_005671335.1	WP_053431535.1	orthogroup_636|GCF_005671335.1|WP_053431535.1	13	13	1
orthogroup_636	GCF_006094295.1	WP_001157831.1	orthogroup_636|GCF_006094295.1|WP_001157831.1	13	13	1
orthogroup_636	GCF_034478925.1	WP_009327865.1	orthogroup_636|GCF_034478925.1|WP_009327865.1	13	13	1
orthogroup_636	GCF_034479305.1	WP_094428595.1	orthogroup_636|GCF_034479305.1|WP_094428595.1	13	13	1
orthogroup_657	GCA_000015785.2	ABS74812.1	orthogroup_657|GCA_000015785.2|ABS74812.1	10	10	1
orthogroup_657	GCA_000025805.1	ADF41423.1	orthogroup_657|GCA_000025805.1|ADF41423.1	10	10	1
orthogroup_657	GCF_000009045.1	NP_390619.1	orthogroup_657|GCF_000009045.1|NP_390619.1	10	10	1
orthogroup_657	GCF_000009785.1	WP_011232035.1	orthogroup_657|GCF_000009785.1|WP_011232035.1	10	10	1
orthogroup_657	GCF_000011245.1	WP_011066406.1	orthogroup_657|GCF_000011245.1|WP_011066406.1	10	10	1
orthogroup_657	GCF_000017885.4	WP_012010717.1	orthogroup_657|GCF_000017885.4|WP_012010717.1	10	10	1
orthogroup_657	GCF_005671335.1	WP_053431572.1	orthogroup_657|GCF_005671335.1|WP_053431572.1	10	10	1
orthogroup_657	GCF_006094295.1	WP_000793128.1	orthogroup_657|GCF_006094295.1|WP_000793128.1	10	10	1
orthogroup_657	GCF_034478925.1	WP_003183924.1	orthogroup_657|GCF_034478925.1|WP_003183924.1	10	10	1
orthogroup_657	GCF_034479305.1	WP_094428686.1	orthogroup_657|GCF_034479305.1|WP_094428686.1	10	10	1
orthogroup_672	GCA_000015785.2	ABS74838.1	orthogroup_672|GCA_000015785.2|ABS74838.1	14	14	1
orthogroup_672	GCA_000025805.1	ADF41446.1	orthogroup_672|GCA_000025805.1|ADF41446.1	14	14	1
orthogroup_672	GCF_000009045.1	NP_390645.1	orthogroup_672|GCF_000009045.1|NP_390645.1	14	14	1
orthogroup_672	GCF_000009785.1	WP_011232061.1	orthogroup_672|GCF_000009785.1|WP_011232061.1	14	14	1
orthogroup_672	GCF_000011245.1	WP_011066424.1	orthogroup_672|GCF_000011245.1|WP_011066424.1	14	14	1
orthogroup_672	GCF_000017885.4	WP_041815779.1	orthogroup_672|GCF_000017885.4|WP_041815779.1	14	14	1
orthogroup_672	GCF_005671335.1	WP_053431592.1	orthogroup_672|GCF_005671335.1|WP_053431592.1	14	14	1
orthogroup_672	GCF_006094295.1	WP_000198301.1	orthogroup_672|GCF_006094295.1|WP_000198301.1	14	14	1
orthogroup_672	GCF_034478925.1	WP_009327771.1	orthogroup_672|GCF_034478925.1|WP_009327771.1	14	14	1
orthogroup_672	GCF_034479305.1	WP_094428730.1	orthogroup_672|GCF_034479305.1|WP_094428730.1	14	14	1
orthogroup_673	GCA_000015785.2	ABS74840.2	orthogroup_673|GCA_000015785.2|ABS74840.2	4	4	1
orthogroup_673	GCA_000025805.1	ADF41448.1	orthogroup_673|GCA_000025805.1|ADF41448.1	4	4	1
orthogroup_673	GCF_000009045.1	NP_390647.1	orthogroup_673|GCF_000009045.1|NP_390647.1	4	4	1
orthogroup_673	GCF_000009785.1	WP_011232062.1	orthogroup_673|GCF_000009785.1|WP_011232062.1	4	4	1
orthogroup_673	GCF_000011245.1	WP_011066426.1	orthogroup_673|GCF_000011245.1|WP_011066426.1	4	4	1
orthogroup_673	GCF_000017885.4	WP_012010738.1	orthogroup_673|GCF_000017885.4|WP_012010738.1	4	4	1
orthogroup_673	GCF_005671335.1	WP_010897398.1	orthogroup_673|GCF_005671335.1|WP_010897398.1	4	4	1
orthogroup_673	GCF_006094295.1	WP_000349148.1	orthogroup_673|GCF_006094295.1|WP_000349148.1	4	4	1
orthogroup_673	GCF_034478925.1	WP_003183976.1	orthogroup_673|GCF_034478925.1|WP_003183976.1	4	4	1
orthogroup_673	GCF_034479305.1	WP_094428736.1	orthogroup_673|GCF_034479305.1|WP_094428736.1	4	4	1
orthogroup_684	GCA_000015785.2	ABS74862.1	orthogroup_684|GCA_000015785.2|ABS74862.1	6	6	1
orthogroup_684	GCA_000025805.1	ADF41473.1	orthogroup_684|GCA_000025805.1|ADF41473.1	6	6	1
orthogroup_684	GCF_000009045.1	NP_390675.1	orthogroup_684|GCF_000009045.1|NP_390675.1	6	6	1
orthogroup_684	GCF_000009785.1	WP_041467899.1	orthogroup_684|GCF_000009785.1|WP_041467899.1	6	6	1
orthogroup_684	GCF_000011245.1	WP_011066442.1	orthogroup_684|GCF_000011245.1|WP_011066442.1	6	6	1
orthogroup_684	GCF_000017885.4	WP_012010761.1	orthogroup_684|GCF_000017885.4|WP_012010761.1	6	6	1
orthogroup_684	GCF_005671335.1	WP_053430597.1	orthogroup_684|GCF_005671335.1|WP_053430597.1	6	6	1
orthogroup_684	GCF_006094295.1	WP_000599058.1	orthogroup_684|GCF_006094295.1|WP_000599058.1	6	6	1
orthogroup_684	GCF_034478925.1	WP_003184028.1	orthogroup_684|GCF_034478925.1|WP_003184028.1	6	6	1
orthogroup_684	GCF_034479305.1	WP_094426830.1	orthogroup_684|GCF_034479305.1|WP_094426830.1	6	6	1
orthogroup_688	GCA_000015785.2	ABS74866.1	orthogroup_688|GCA_000015785.2|ABS74866.1	6	6	1
orthogroup_688	GCA_000025805.1	ADF41477.1	orthogroup_688|GCA_000025805.1|ADF41477.1	6	6	1
orthogroup_688	GCF_000009045.1	NP_390679.1	orthogroup_688|GCF_000009045.1|NP_390679.1	6	6	1
orthogroup_688	GCF_000009785.1	WP_011232091.1	orthogroup_688|GCF_000009785.1|WP_011232091.1	6	6	1
orthogroup_688	GCF_000011245.1	WP_011066446.1	orthogroup_688|GCF_000011245.1|WP_011066446.1	6	6	1
orthogroup_688	GCF_000017885.4	WP_012010764.1	orthogroup_688|GCF_000017885.4|WP_012010764.1	6	6	1
orthogroup_688	GCF_005671335.1	WP_053430590.1	orthogroup_688|GCF_005671335.1|WP_053430590.1	6	6	1
orthogroup_688	GCF_006094295.1	WP_000975766.1	orthogroup_688|GCF_006094295.1|WP_000975766.1	6	6	1
orthogroup_688	GCF_034478925.1	WP_003184039.1	orthogroup_688|GCF_034478925.1|WP_003184039.1	6	6	1
orthogroup_688	GCF_034479305.1	WP_011247455.1	orthogroup_688|GCF_034479305.1|WP_011247455.1	6	6	1
orthogroup_692	GCA_000015785.2	ABS74872.1	orthogroup_692|GCA_000015785.2|ABS74872.1	8	8	1
orthogroup_692	GCA_000025805.1	ADF41483.1	orthogroup_692|GCA_000025805.1|ADF41483.1	8	8	1
orthogroup_692	GCF_000009045.1	NP_390685.2	orthogroup_692|GCF_000009045.1|NP_390685.2	8	8	1
orthogroup_692	GCF_000009785.1	WP_011232101.1	orthogroup_692|GCF_000009785.1|WP_011232101.1	8	8	1
orthogroup_692	GCF_000011245.1	WP_011065022.1	orthogroup_692|GCF_000011245.1|WP_011065022.1	8	8	1
orthogroup_692	GCF_000017885.4	WP_012010770.1	orthogroup_692|GCF_000017885.4|WP_012010770.1	8	8	1
orthogroup_692	GCF_005671335.1	WP_053431937.1	orthogroup_692|GCF_005671335.1|WP_053431937.1	8	8	1
orthogroup_692	GCF_006094295.1	WP_000495725.1	orthogroup_692|GCF_006094295.1|WP_000495725.1	8	8	1
orthogroup_692	GCF_034478925.1	WP_011198164.1	orthogroup_692|GCF_034478925.1|WP_011198164.1	8	8	1
orthogroup_692	GCF_034479305.1	WP_094426804.1	orthogroup_692|GCF_034479305.1|WP_094426804.1	8	8	1
orthogroup_700	GCA_000015785.2	ABS74882.1	orthogroup_700|GCA_000015785.2|ABS74882.1	8	8	1
orthogroup_700	GCA_000025805.1	ADF41495.1	orthogroup_700|GCA_000025805.1|ADF41495.1	8	8	1
orthogroup_700	GCF_000009045.1	NP_390694.2	orthogroup_700|GCF_000009045.1|NP_390694.2	8	8	1
orthogroup_700	GCF_000009785.1	WP_011232122.1	orthogroup_700|GCF_000009785.1|WP_011232122.1	8	8	1
orthogroup_700	GCF_000011245.1	WP_011066464.1	orthogroup_700|GCF_000011245.1|WP_011066464.1	8	8	1
orthogroup_700	GCF_000017885.4	WP_012010779.1	orthogroup_700|GCF_000017885.4|WP_012010779.1	8	8	1
orthogroup_700	GCF_005671335.1	WP_010899191.1	orthogroup_700|GCF_005671335.1|WP_010899191.1	8	8	1
orthogroup_700	GCF_006094295.1	WP_000007721.1	orthogroup_700|GCF_006094295.1|WP_000007721.1	8	8	1
orthogroup_700	GCF_034478925.1	WP_011198166.1	orthogroup_700|GCF_034478925.1|WP_011198166.1	8	8	1
orthogroup_700	GCF_034479305.1	WP_094426775.1	orthogroup_700|GCF_034479305.1|WP_094426775.1	8	8	1
orthogroup_722	GCA_000015785.2	ABS74910.1	orthogroup_722|GCA_000015785.2|ABS74910.1	5	5	1
orthogroup_722	GCA_000025805.1	ADF41534.1	orthogroup_722|GCA_000025805.1|ADF41534.1	5	5	1
orthogroup_722	GCF_000009045.1	NP_390723.1	orthogroup_722|GCF_000009045.1|NP_390723.1	5	5	1
orthogroup_722	GCF_000009785.1	WP_011232147.1	orthogroup_722|GCF_000009785.1|WP_011232147.1	5	5	1
orthogroup_722	GCF_000011245.1	WP_011066508.1	orthogroup_722|GCF_000011245.1|WP_011066508.1	5	5	1
orthogroup_722	GCF_000017885.4	WP_012010818.1	orthogroup_722|GCF_000017885.4|WP_012010818.1	5	5	1
orthogroup_722	GCF_005671335.1	WP_010899237.1	orthogroup_722|GCF_005671335.1|WP_010899237.1	5	5	1
orthogroup_722	GCF_006094295.1	WP_000678354.1	orthogroup_722|GCF_006094295.1|WP_000678354.1	5	5	1
orthogroup_722	GCF_034478925.1	WP_003184182.1	orthogroup_722|GCF_034478925.1|WP_003184182.1	5	5	1
orthogroup_722	GCF_034479305.1	WP_011247507.1	orthogroup_722|GCF_034479305.1|WP_011247507.1	5	5	1
orthogroup_732	GCA_000015785.2	ABS74925.1	orthogroup_732|GCA_000015785.2|ABS74925.1	4	4	1
orthogroup_732	GCA_000025805.1	ADF41548.1	orthogroup_732|GCA_000025805.1|ADF41548.1	4	4	1
orthogroup_732	GCF_000009045.1	NP_390738.1	orthogroup_732|GCF_000009045.1|NP_390738.1	4	4	1
orthogroup_732	GCF_000009785.1	WP_011232169.1	orthogroup_732|GCF_000009785.1|WP_011232169.1	4	4	1
orthogroup_732	GCF_000011245.1	WP_011066520.1	orthogroup_732|GCF_000011245.1|WP_011066520.1	4	4	1
orthogroup_732	GCF_000017885.4	WP_012010830.1	orthogroup_732|GCF_000017885.4|WP_012010830.1	4	4	1
orthogroup_732	GCF_005671335.1	WP_010899252.1	orthogroup_732|GCF_005671335.1|WP_010899252.1	4	4	1
orthogroup_732	GCF_006094295.1	WP_000565409.1	orthogroup_732|GCF_006094295.1|WP_000565409.1	4	4	1
orthogroup_732	GCF_034478925.1	WP_003184204.1	orthogroup_732|GCF_034478925.1|WP_003184204.1	4	4	1
orthogroup_732	GCF_034479305.1	WP_094426689.1	orthogroup_732|GCF_034479305.1|WP_094426689.1	4	4	1
orthogroup_738	GCA_000015785.2	ABS74935.1	orthogroup_738|GCA_000015785.2|ABS74935.1	15	15	1
orthogroup_738	GCA_000025805.1	ADF42024.1	orthogroup_738|GCA_000025805.1|ADF42024.1	15	15	1
orthogroup_738	GCF_000009045.1	NP_390749.2	orthogroup_738|GCF_000009045.1|NP_390749.2	15	15	1
orthogroup_738	GCF_000009785.1	WP_011230116.1	orthogroup_738|GCF_000009785.1|WP_011230116.1	16	15	0
orthogroup_738	GCF_000011245.1	WP_011065779.1	orthogroup_738|GCF_000011245.1|WP_011065779.1	15	15	1
orthogroup_738	GCF_000017885.4	WP_012010836.1	orthogroup_738|GCF_000017885.4|WP_012010836.1	15	15	1
orthogroup_738	GCF_005671335.1	WP_083445548.1	orthogroup_738|GCF_005671335.1|WP_083445548.1	15	15	1
orthogroup_738	GCF_006094295.1	WP_000854314.1	orthogroup_738|GCF_006094295.1|WP_000854314.1	16	15	0
orthogroup_738	GCF_034478925.1	WP_003184236.1	orthogroup_738|GCF_034478925.1|WP_003184236.1	15	15	1
orthogroup_738	GCF_034479305.1	WP_094428906.1	orthogroup_738|GCF_034479305.1|WP_094428906.1	15	15	1
orthogroup_749	GCA_000015785.2	ABS74969.2	orthogroup_749|GCA_000015785.2|ABS74969.2	6	6	1
orthogroup_749	GCA_000025805.1	ADF41571.1	orthogroup_749|GCA_000025805.1|ADF41571.1	6	6	1
orthogroup_749	GCF_000009045.1	NP_390785.2	orthogroup_749|GCF_000009045.1|NP_390785.2	6	6	1
orthogroup_749	GCF_000009785.1	WP_011229724.1	orthogroup_749|GCF_000009785.1|WP_011229724.1	6	6	1
orthogroup_749	GCF_000011245.1	WP_011066984.1	orthogroup_749|GCF_000011245.1|WP_011066984.1	6	6	1
orthogroup_749	GCF_000017885.4	WP_003216274.1	orthogroup_749|GCF_000017885.4|WP_003216274.1	6	6	1
orthogroup_749	GCF_005671335.1	WP_010899294.1	orthogroup_749|GCF_005671335.1|WP_010899294.1	6	6	1
orthogroup_749	GCF_006094295.1	WP_000281747.1	orthogroup_749|GCF_006094295.1|WP_000281747.1	6	6	1
orthogroup_749	GCF_034478925.1	WP_254926394.1	orthogroup_749|GCF_034478925.1|WP_254926394.1	6	6	1
orthogroup_749	GCF_034479305.1	WP_082111911.1	orthogroup_749|GCF_034479305.1|WP_082111911.1	6	6	1
orthogroup_757	GCA_000015785.2	ABS74979.1	orthogroup_757|GCA_000015785.2|ABS74979.1	10	10	1
orthogroup_757	GCA_000025805.1	ADF41581.1	orthogroup_757|GCA_000025805.1|ADF41581.1	10	10	1
orthogroup_757	GCF_000009045.1	NP_390794.1	orthogroup_757|GCF_000009045.1|NP_390794.1	10	10	1
orthogroup_757	GCF_000009785.1	WP_011232212.1	orthogroup_757|GCF_000009785.1|WP_011232212.1	10	10	1
orthogroup_757	GCF_000011245.1	WP_231846941.1	orthogroup_757|GCF_000011245.1|WP_231846941.1	10	10	1
orthogroup_757	GCF_000017885.4	WP_012010862.1	orthogroup_757|GCF_000017885.4|WP_012010862.1	10	10	1
orthogroup_757	GCF_005671335.1	WP_010896641.1	orthogroup_757|GCF_005671335.1|WP_010896641.1	10	10	1
orthogroup_757	GCF_006094295.1	WP_001081388.1	orthogroup_757|GCF_006094295.1|WP_001081388.1	10	10	1
orthogroup_757	GCF_034478925.1	WP_003184324.1	orthogroup_757|GCF_034478925.1|WP_003184324.1	10	10	1
orthogroup_757	GCF_034479305.1	WP_094428020.1	orthogroup_757|GCF_034479305.1|WP_094428020.1	10	10	1
orthogroup_764	GCA_000015785.2	ABS74987.1	orthogroup_764|GCA_000015785.2|ABS74987.1	3	3	1
orthogroup_764	GCA_000025805.1	ADF41589.1	orthogroup_764|GCA_000025805.1|ADF41589.1	3	3	1
orthogroup_764	GCF_000009045.1	YP_003097771.1	orthogroup_764|GCF_000009045.1|YP_003097771.1	3	3	1
orthogroup_764	GCF_000009785.1	WP_011232219.1	orthogroup_764|GCF_000009785.1|WP_011232219.1	3	3	1
orthogroup_764	GCF_000011245.1	WP_011066572.1	orthogroup_764|GCF_000011245.1|WP_011066572.1	3	3	1
orthogroup_764	GCF_000017885.4	WP_012010868.1	orthogroup_764|GCF_000017885.4|WP_012010868.1	3	3	1
orthogroup_764	GCF_005671335.1	WP_010899313.1	orthogroup_764|GCF_005671335.1|WP_010899313.1	3	3	1
orthogroup_764	GCF_006094295.1	WP_002005839.1	orthogroup_764|GCF_006094295.1|WP_002005839.1	3	3	1
orthogroup_764	GCF_034478925.1	WP_003184343.1	orthogroup_764|GCF_034478925.1|WP_003184343.1	3	3	1
orthogroup_764	GCF_034479305.1	WP_011247568.1	orthogroup_764|GCF_034479305.1|WP_011247568.1	3	3	1
orthogroup_767	GCA_000015785.2	ABS74990.1	orthogroup_767|GCA_000015785.2|ABS74990.1	3	3	1
orthogroup_767	GCA_000025805.1	ADF41592.1	orthogroup_767|GCA_000025805.1|ADF41592.1	3	3	1
orthogroup_767	GCF_000009045.1	NP_390804.1	orthogroup_767|GCF_000009045.1|NP_390804.1	3	3	1
orthogroup_767	GCF_000009785.1	WP_011232222.1	orthogroup_767|GCF_000009785.1|WP_011232222.1	3	3	1
orthogroup_767	GCF_000011245.1	WP_011066576.1	orthogroup_767|GCF_000011245.1|WP_011066576.1	3	3	1
orthogroup_767	GCF_000017885.4	WP_003216665.1	orthogroup_767|GCF_000017885.4|WP_003216665.1	3	3	1
orthogroup_767	GCF_005671335.1	WP_010899317.1	orthogroup_767|GCF_005671335.1|WP_010899317.1	3	3	1
orthogroup_767	GCF_006094295.1	WP_001144776.1	orthogroup_767|GCF_006094295.1|WP_001144776.1	3	3	1
orthogroup_767	GCF_034478925.1	WP_003184352.1	orthogroup_767|GCF_034478925.1|WP_003184352.1	3	3	1
orthogroup_767	GCF_034479305.1	WP_011247571.1	orthogroup_767|GCF_034479305.1|WP_011247571.1	3	3	1
orthogroup_795	GCA_000015785.2	ABS75072.1	orthogroup_795|GCA_000015785.2|ABS75072.1	14	14	1
orthogroup_795	GCA_000025805.1	ADF41653.1	orthogroup_795|GCA_000025805.1|ADF41653.1	14	14	1
